ID,CLASSIFIED,TYPE,SUMMARY
LUCENE-2570,NUG,TEST,Some improvements to TestUtil and its usage
LUCENE-2571,NUG,TASK,Indexing performance tests with realtime branch
LUCENE-2572,NUG,BUG,Maven artifacts for Lucene 4 are not stored in the correct path
LUCENE-2573,NUG,IMPROVEMENT,Tiered flushing of DWPTs by RAM with low high water marks
LUCENE-2574,NUG,IMPROVEMENT,Optimize copies between IndexInput and Output
LUCENE-2576,BUG,BUG,Intermittent failure in TestIndexWriter.testCommitThreadSafety
LUCENE-2578,NUG,IMPROVEMENT,cutover FunctionQuery tests to use RandomIndexWriter for better testing
LUCENE-2579,NUG,BUG,Small imprecision in Search package Javadocs
LUCENE-258,NUG,BUG, PATCH HTMLParser doesn t parse hexadecimal character references
LUCENE-2580,BUG,BUG,MultiPhraseQuery throws AIOOBE
LUCENE-2581,NUG,IMPROVEMENT,FastVectorHighlighter Make FragmentsBuilder use Encoder
LUCENE-2582,NUG,IMPROVEMENT,allow an alg file to specify the default codec
LUCENE-2584,BUG,BUG,Concurrency issues in SegmentInfo.files could lead to ConcurrentModificationException
LUCENE-2586,NUG,IMPROVEMENT,move intblock sep codecs into test
LUCENE-2588,NUG,IMPROVEMENT,terms index should not store useless suffixes
LUCENE-2589,NUG,IMPROVEMENT,Add a variable-sized int block codec
LUCENE-2590,NUG,IMPROVEMENT,Enable access to the freq information in a Query s sub-scorers
LUCENE-2591,NUG,BUG,TestNLS fails with ja locale
LUCENE-2592,NUG,IMPROVEMENT,Add static readSnapshotsInfo to PersistentSnapshotDeletionPolicy
LUCENE-2593,BUG,BUG,disk full can cause index corruption in certain cases
LUCENE-2594,NUG,IMPROVEMENT,cutover oal.index. tests to use a random IWC to tease out bugs
LUCENE-2595,NUG,TEST,most tests should use MockRAMDirectory not RAMDirectory
LUCENE-2596,NUG,IMPROVEMENT,Impl toString in MergePolicy and its extensions
LUCENE-2597,NUG,IMPROVEMENT,Query scorers should not use MultiFields
LUCENE-2598,NUG,TEST,allow tests to use different Directory impls
LUCENE-2599,NUG,IMPROVEMENT,Deprecate Spatial Contrib
LUCENE-2600,NUG,BUG,don t try to cache a composite reader s MultiBits deletedDocs
LUCENE-2601,NUG,IMPROVEMENT,Make getAttribute Class attClass Generic
LUCENE-2602,NUG,IMPROVEMENT,Default merge policy should take deletions into account
LUCENE-2603,NUG,IMPROVEMENT,FastVectorHighlighter add a method to set an arbitrary char that is used when concatenating multiValued data
LUCENE-2606,NUG,IMPROVEMENT,optimize contrib regex for flex
LUCENE-2608,NUG,IMPROVEMENT,Allow for specification of spell checker accuracy when calling suggestSimilar
LUCENE-2609,NUG,IMPROVEMENT,Generate jar containing test classes.
LUCENE-2610,NUG,IMPROVEMENT,addIndexes Directory... should not trigger merge on flush
LUCENE-2611,NUG,RFE,IntelliJ IDEA and Eclipse setup
LUCENE-2615,BUG,BUG,DirectIOLinuxDirectory hardwires buffer size and creates files with invalid permissions
LUCENE-2616,BUG,BUG,FastVectorHighlighter out of alignment when the first value is empty in multiValued field
LUCENE-2617,BUG,BUG,coord should still apply to missing terms clauses
LUCENE-2618,NUG,BUG,Intermittent failure in TestThreadedOptimize
LUCENE-2619,NUG,TEST,simple improvements to tests
LUCENE-262,BUG,BUG,SegmentReader.hasSeparateNorms always returns false
LUCENE-2620,NUG,BUG,Queries with too many asterisks causing 100 CPU usage
LUCENE-2621,NUG,IMPROVEMENT,Extend Codec to handle also stored fields and term vectors
LUCENE-2622,BUG,BUG,Random Test Failure org.apache.lucene.TestExternalCodecs.testPerFieldCodec from TestExternalCodecs
LUCENE-2624,NUG,RFE,add new snowball languages
LUCENE-2625,BUG,BUG,IndexReader.termDocs retrieves no documents
LUCENE-2626,NUG,IMPROVEMENT,FastVectorHighlighter enable FragListBuilder and FragmentsBuilder to be set per-field override
LUCENE-2627,BUG,BUG,MMapDirectory chunking is buggy
LUCENE-2629,BUG,BUG,In modules analysys icu ant gennorm2 does not work
LUCENE-2630,NUG,TASK,make the build more friendly to apache harmony
LUCENE-2631,BUG,BUG,Fix small perf issues with String TermOrdValComparator
LUCENE-2633,NUG,BUG,PackedInts does not support structures above 256MB
LUCENE-2634,BUG,BUG,IndexReader.isCurrent lies if documents were only removed by latest commit
LUCENE-2635,BUG,BUG,BQ provides an explanation on a non-match
LUCENE-2636,NUG,RFE,Create ChainingCollector
LUCENE-2637,BUG,BUG,FSDirectory.copyBytes isn t safe for SimpleFSDirectory
LUCENE-2638,NUG,IMPROVEMENT,Make HighFreqTerms.TermStats class public
LUCENE-2639,NUG,TEST,remove random juggling in tests add -Dtests.seed
LUCENE-264,NUG,IMPROVEMENT, PATCH Improved javadoc for maxClauseCount
LUCENE-2640,NUG,TEST,add LuceneTestCase J4 .newField
LUCENE-2641,NUG,TEST,BaseTestRangeFilter can be extremely slow
LUCENE-2642,NUG,TEST,merge LuceneTestCase and LuceneTestCaseJ4
LUCENE-2643,BUG,BUG,StringHelper stringDifference is wrong about supplementary chars
LUCENE-2645,BUG,BUG,False assertion of 0 position delta in StandardPostingsWriterImpl
LUCENE-2647,NUG,IMPROVEMENT,Move rename the terms dict index abstract postings out of oal.index.codecs.standard
LUCENE-2648,NUG,IMPROVEMENT,Allow PackedInts.ReaderIterator to advance more than one value
LUCENE-2649,NUG,IMPROVEMENT,FieldCache should include a BitSet for matching docs
LUCENE-265,NUG,IMPROVEMENT, PATCH to remove synchronized code from TermVectorsReader
LUCENE-2650,NUG,IMPROVEMENT,improve windows defaults in FSDirectory
LUCENE-2652,NUG,TEST,Rethink LocalizedTestCaseRunner with JUnit 4 - Clover OOM
LUCENE-2653,BUG,BUG,ThaiAnalyzer assumes things about your jre
LUCENE-2656,NUG,TEST,If tests fail don t report about unclosed resources
LUCENE-2657,NUG,IMPROVEMENT,Replace Maven POM templates with full POMs and change documentation accordingly
LUCENE-2658,BUG,BUG,TestIndexWriterExceptions random failure AIOOBE in ByteBlockPool.allocSlice
LUCENE-2659,NUG,TEST,lucenetestcase ease of use improvements
LUCENE-2662,NUG,IMPROVEMENT,BytesHash
LUCENE-2663,NUG,BUG,wrong exception from NativeFSLockFactory LIA2 test case
LUCENE-2664,NUG,IMPROVEMENT,Add SimpleText codec
LUCENE-2667,NUG,IMPROVEMENT,Fix FuzzyQuery s defaults so its fast.
LUCENE-2668,BUG,BUG,offset gap should be added regardless of existence of tokens in DocInverterPerField
LUCENE-2669,BUG,IMPROVEMENT,NumericRangeQuery.NumericRangeTermsEnum sometimes seeks backwards
LUCENE-2670,NUG,IMPROVEMENT,allow automatontermsenum to work on full byte range
LUCENE-2671,NUG,RFE,Add sort missing first last ability to SortField and ValueComparator
LUCENE-2672,NUG,IMPROVEMENT,speed up automaton seeking in nextString
LUCENE-2674,NUG,IMPROVEMENT,improve how MTQs interact with the terms dict cache
LUCENE-2675,NUG,IMPROVEMENT,Add support for 3.0 indexes in 2.9 branch
LUCENE-2676,NUG,TEST,TestIndexWriter failes for SimpleTextCodec
LUCENE-2677,NUG,TEST,Tests failing when run with tests.iter 1
LUCENE-2678,NUG,TEST,TestCachingSpanFilter sometimes fails
LUCENE-2680,NUG,IMPROVEMENT,Improve how IndexWriter flushes deletes against existing segments
LUCENE-2681,NUG,BUG,fix generics violations in contrib modules
LUCENE-2682,NUG,IMPROVEMENT,create test case to verify we support 2.1B terms
LUCENE-2683,NUG,IMPROVEMENT,upgrade icu libraries to 4.4.2
LUCENE-2687,NUG,IMPROVEMENT,Remove Priority-Queue size trap in MultiTermQuery.TopTermsBooleanQueryRewrite
LUCENE-2688,NUG,BUG,NativeFSLockFactory throws an exception on Android 2.2 platform as java.lang.management package is not available on android.
LUCENE-2689,BUG,BUG,remove NativeFSLockFactory s attempt to acquire a test lock
LUCENE-269,NUG,BUG, PATCH demo HTML parser corrupts foreign characters
LUCENE-2690,NUG,IMPROVEMENT,Do MultiTermQuery boolean rewrites per segment
LUCENE-2691,NUG,IMPROVEMENT,Consolidate Near Real Time and Reopen API semantics
LUCENE-2692,NUG,RFE,Position Checking Span Queries
LUCENE-2693,BUG,BUG,Add delete term and query need to more precisely record the bytes used
LUCENE-2694,NUG,IMPROVEMENT,MTQ rewrite weight scorer init should be single pass
LUCENE-2695,NUG,IMPROVEMENT,DisjunctionMaxScorer allocates 2 arrays per scored doc
LUCENE-2696,NUG,BUG,TestIndexWriterDelete makes broken segments with payloads on
LUCENE-2699,NUG,IMPROVEMENT,Update StandardTokenizer and UAX29Tokenizer to Unicode 6.0.0
LUCENE-2700,NUG,RFE,Expose DocValues via Fields
LUCENE-2701,NUG,IMPROVEMENT,Factor maxMergeSize into findMergesForOptimize in LogMergePolicy
LUCENE-2702,NUG,IMPROVEMENT,BytesRefHash get should expect a BytesRef instances for consistency
LUCENE-2703,BUG,BUG,multitermquery scoring differences between 3x and trunk
LUCENE-2704,NUG,BUG,TestIndexWriter.testOptimizeTempSpaceUsage fails w SimpleText codec
LUCENE-2705,NUG,BUG,TestThreadSafety.testLazyLoadThreadSafety test failure
LUCENE-2708,NUG,TEST,when a test Assume fails display information
LUCENE-2709,NUG,TEST,If test has methods with Ignore we should print out a notice
LUCENE-2710,NUG,BUG, reproduce with on test failure isn t right if you manually overrided anything
LUCENE-2711,NUG,IMPROVEMENT,BooleanScorer.nextDoc should also delegate to sub-scorer s bulk scoring method
LUCENE-2712,BUG,BUG,FieldBoostMapAttribute in contrib qp is broken.
LUCENE-2715,NUG,IMPROVEMENT,optimize fuzzytermsenum per-segment
LUCENE-2716,NUG,IMPROVEMENT,Improve automaton s MinimizeOperations.minimizeHopcroft to not create so many objects
LUCENE-2717,BUG,BUG,BasicOperations.concatenate creates invariants
LUCENE-2718,NUG,IMPROVEMENT,separate java code from .jj file
LUCENE-2719,NUG,IMPROVEMENT,Re-add SorterTemplate and use it to provide fast ArraySorting and replace BytesRefHash sorting
LUCENE-272,NUG,IMPROVEMENT, PATCH Remove equals from internal Comparator of ConjunctionScorer
LUCENE-2720,NUG,BUG,IndexWriter should throw IndexFormatTooOldExc on open not later during optimize getReader close
LUCENE-2721,NUG,TEST,Random Failure TestSizeBoundedOptimize testFirstSegmentTooLarge
LUCENE-2722,NUG,IMPROVEMENT,Sep codec should store less in terms dict
LUCENE-2728,BUG,BUG,EnwikiContentSource does not properly identify the name id of the Wikipedia article
LUCENE-2730,BUG,BUG,intermittent deadlock in TestAtomicUpdate TestIndexWriterExceptions
LUCENE-2731,NUG,BUG,HyphenationCompoundWordTokenFilter fails to load DTD in Crimson parser JDK 1.4
LUCENE-2732,NUG,BUG,Fix charset problems in XML loading in HyphenationCompoundWordTokenFilter also Solr s loader from schema
LUCENE-2733,NUG,TASK,Add private ctors to static utility classes
LUCENE-2734,NUG,IMPROVEMENT,Use IndexWriterConfig in benchmark
LUCENE-2736,BUG,BUG,Wrong implementation of DocIdSetIterator.advance
LUCENE-2737,NUG,BUG,Codec is not consistently passed in internal API
LUCENE-2739,NUG,TEST,Refactor TestIndexWriter
LUCENE-274,NUG,IMPROVEMENT, PATCH to store binary fields with compression
LUCENE-2740,BUG,BUG,PerFieldCodecWrapper causes crashes if not all per field codes have been used
LUCENE-2741,BUG,BUG,Several Codecs use the same files - PerFieldCodecWrapper can not hold two codec using the same files
LUCENE-2742,NUG,IMPROVEMENT,Enable native per-field codec support
LUCENE-2743,NUG,IMPROVEMENT,SimpleText is too slow
LUCENE-2744,BUG,BUG,CheckIndex overstates how many fields have norms enabled
LUCENE-2747,NUG,IMPROVEMENT,Deprecate remove language-specific tokenizers in favor of StandardTokenizer
LUCENE-275,NUG,BUG,Occur incompletely implemented for remote use.
LUCENE-2751,NUG,TEST,add LuceneTestCase.newSearcher
LUCENE-2753,NUG,IMPROVEMENT,IndexReader.listCommits should return a List and not an abstract Collection
LUCENE-2754,NUG,RFE,add spanquery support for all multitermqueries
LUCENE-2755,NUG,IMPROVEMENT,Some improvements to CMS
LUCENE-2756,BUG,BUG,MultiSearcher.rewrite incorrectly rewrites queries
LUCENE-2757,NUG,IMPROVEMENT,Refactor RewriteMethods out of MultiTermQuery
LUCENE-2758,BUG,BUG,TestPerFieldCodecSupport intermittent fail
LUCENE-2759,BUG,BUG,We should never open an IndexInput when an IndexOutput is still open
LUCENE-276,BUG,BUG,Memory leak when sorting
LUCENE-2760,NUG,IMPROVEMENT,optimize spanfirstquery spanpositionrangequery
LUCENE-2761,NUG,IMPROVEMENT,specialize payload processing from of DocsAndPositionsEnum
LUCENE-2762,BUG,BUG,Don t leak deleted open file handles with pooled readers
LUCENE-2763,NUG,IMPROVEMENT,Swap URL Email recognizing StandardTokenizer and UAX29Tokenizer
LUCENE-2764,NUG,TEST,Allow tests to use random codec per field
LUCENE-2767,BUG,BUG,Missing sync in IndexWriter.addIndexes IndexReader
LUCENE-2768,NUG,IMPROVEMENT,add infrastructure for longer running nightly test cases
LUCENE-2769,BUG,BUG,FilterIndexReader in trunk does not implement getSequentialSubReaders correctly
LUCENE-277,BUG,BUG,Sorting produces duplicates
LUCENE-2770,NUG,IMPROVEMENT,Optimize SegmentMerger to work on atomic Segment Readers where possible
LUCENE-2771,NUG,IMPROVEMENT,Remove norms support from non-atomic IndexReaders
LUCENE-2772,NUG,,Make SlowMultiReaderWrapper wrap always so close is safe
LUCENE-2773,NUG,IMPROVEMENT,Don t create compound file for large segments by default
LUCENE-2774,NUG,BUG,ant generate-maven-artifacts target broken for contrib
LUCENE-2776,NUG,BUG,indexwriter creates unwanted termvector info
LUCENE-2777,NUG,TASK,Revise PagedBytes fillUsingLengthPrefix methods names
LUCENE-2778,NUG,IMPROVEMENT,Allow easy extension of RAMDirectory
LUCENE-2779,NUG,IMPROVEMENT,Use ConcurrentHashMap in RAMDirectory
LUCENE-2781,NUG,TASK,Drop deprecations from trunk
LUCENE-2782,BUG,BUG,Possible rare thread hazard in IW.commit
LUCENE-2783,BUG,BUG,Deadlock in IndexWriter
LUCENE-2784,NUG,IMPROVEMENT,Change all FilteredTermsEnum impls into TermsEnum decorators
LUCENE-2785,BUG,BUG,TopFieldCollector throws AIOOBE if numHits is 0
LUCENE-2787,NUG,IMPROVEMENT,disable atime for DirectIOLinuxDirectory
LUCENE-279,BUG,IMPROVEMENT, PATCH Javadoc improvements and minor fixes
LUCENE-2790,NUG,IMPROVEMENT,IndexWriter should call MP.useCompoundFile and not LogMP.getUseCompoundFile
LUCENE-2791,NUG,RFE,WindowsDirectory
LUCENE-2792,NUG,RFE,Add a simple FST impl to Lucene
LUCENE-2793,NUG,IMPROVEMENT,Directory createOutput and openInput should take an IOContext
LUCENE-2795,NUG,IMPROVEMENT,Genericize DirectIOLinuxDir - UnixDir
LUCENE-2796,NUG,BUG,Tests need to clean up after themselves
LUCENE-2797,NUG,TASK,upgrade icu to 4.6
LUCENE-2802,BUG,BUG,DirectoryReader ignores NRT SegmentInfos in isOptimized
LUCENE-2803,BUG,BUG,FieldCache should not pay attention to deleted docs when creating entries
LUCENE-2804,NUG,TEST,check all tests that use FSDirectory.open
LUCENE-2805,NUG,BUG,SegmentInfos shouldn t blindly increment version on commit
LUCENE-2808,BUG,BUG,Intermitted failure on DocValues branch
LUCENE-2809,BUG,BUG,IndexWriter.numDocs doesn t take into account applied but not flushed deletes
LUCENE-2811,BUG,BUG,SegmentInfo should explicitly track whether that segment wrote term vectors
LUCENE-2812,BUG,BUG,IndexReader.indexExists sometimes returns true when an index isn t present
LUCENE-2813,BUG,BUG,TestIndexWriterDelete fails randomly
LUCENE-2814,NUG,IMPROVEMENT,stop writing shared doc stores across segments
LUCENE-2815,NUG,BUG,MultiFields not thread safe
LUCENE-2816,NUG,IMPROVEMENT,MMapDirectory speedups
LUCENE-2817,BUG,BUG,SimpleText has a bulk enum buffer reuse bug
LUCENE-2819,BUG,BUG,LuceneTestCase s check for uncaught exceptions in threads causes collateral damage
LUCENE-2820,BUG,BUG,CMS fails to cleanly stop threads
LUCENE-2822,NUG,BUG,TimeLimitingCollector starts thread in static with no way to stop them
LUCENE-2824,NUG,IMPROVEMENT,optimizations for bufferedindexinput
LUCENE-2825,NUG,IMPROVEMENT,FSDirectory.open should return MMap on 64-bit Solaris
LUCENE-2826,NUG,IMPROVEMENT,LineDocSource should assign stable IDs docdate field should be NumericField
LUCENE-2829,NUG,IMPROVEMENT,improve termquery pk lookup performance
LUCENE-2830,NUG,IMPROVEMENT,Use StringBuilder instead of StringBuffer in benchmark
LUCENE-2831,NUG,IMPROVEMENT,Revise Weight scorer Filter getDocIdSet API to pass Readers context
LUCENE-2833,NUG,IMPROVEMENT,upgrade contrib ant s tidy.jar
LUCENE-2834,NUG,BUG,don t spawn thread statically in FSDirectory on Mac OS X
LUCENE-2836,NUG,RFE,FieldCache rewrite method for MultiTermQueries
LUCENE-2837,NUG,IMPROVEMENT,Collapse Searcher Searchable IndexSearcher remove contrib remote merge PMS into IndexSearcher
LUCENE-2838,NUG,IMPROVEMENT,ConstantScoreQuery should directly support wrapping Query and simply strip off scores
LUCENE-2839,NUG,BUG,Visibility of Scorer.score Collector int int is wrong
LUCENE-2842,NUG,RFE,add Galician analyzer
LUCENE-2843,NUG,IMPROVEMENT,Add variable-gap terms index impl.
LUCENE-2845,NUG,TASK,move contrib benchmark to modules benchmark
LUCENE-2846,NUG,IMPROVEMENT,omitTF is viral but omitNorms is anti-viral.
LUCENE-2847,NUG,BUG,Support all of unicode in StandardTokenizer
LUCENE-285,NUG,IMPROVEMENT,David Spencer Spell Checker improved
LUCENE-2852,BUG,BUG,RAMInputStream hits false EOF if you seek to EOF then seek back then readBytes
LUCENE-2854,NUG,IMPROVEMENT,Deprecate SimilarityDelegator and Similarity.lengthNorm
LUCENE-2855,NUG,BUG,Contrib queryparser should not use CharSequence as Map key
LUCENE-2858,NUG,TASK,Separate SegmentReaders and other atomic readers from composite IndexReaders
LUCENE-2860,BUG,BUG,SegmentInfo.sizeInBytes ignore includeDocStore when caching
LUCENE-2862,NUG,IMPROVEMENT,Track total term freq per term
